payment_method_Mailed check,paperless_billing_Yes,senior_citizen,online_security_Yes,payment_method_Electronic check,payment_method_Credit card (automatic),tech_support_Yes,gender_Male,online_backup_Yes,type_Two year,dependents_Yes,streaming_movies_Yes,total_charges,partner_Yes,monthly_charges,type_One year,churn
True,True,0,False,False,False,False,False,False,False,True,False,79.81635800405881,True,79.81635800405881,False,1
False,True,0,False,False,True,True,True,False,False,False,True,1725.95,False,87.7,True,0
False,True,0,True,False,False,False,False,True,False,True,True,3688.6,False,105.35,False,0
True,True,0,False,False,True,False,False,True,False,False,False,114.75449124541497,True,49.67492546244558,False,1
False,True,0,True,False,True,True,False,True,False,False,True,7133.45,False,115.05,True,0
False,False,0,False,True,False,False,True,True,False,True,True,1802.15,True,64.4,False,0
False,True,1,False,False,False,False,False,True,False,False,True,5458.8,True,97.8,True,0
True,False,0,False,False,False,False,False,False,False,True,False,20.55,True,20.55,False,1
False,True,0,False,True,False,False,False,False,False,False,False,222.65,False,21.2,False,0
False,True,0,False,False,False,False,True,False,False,False,False,471.85,False,19.6,True,0
False,True,1,True,False,False,True,False,True,True,False,True,5831.2,True,82.7,False,0
False,True,1,True,True,False,False,True,True,False,False,True,4873.174413914369,True,105.68677825279283,True,1
False,True,1,False,True,False,False,True,False,False,False,True,3496.3,False,101.4,False,1
False,True,0,True,False,True,False,True,True,False,False,True,1223.3397177169848,False,51.54406035169614,False,1
False,True,0,False,True,False,False,True,False,False,False,False,80.41418112539998,True,80.41418112539998,False,1
False,True,0,False,False,False,False,False,False,False,False,False,79.35,True,79.35,False,1
False,True,0,False,False,True,False,False,True,False,False,True,5921.35,True,104.5,False,1
True,False,0,False,False,False,False,True,False,False,False,False,215.25,False,20.35,False,0
True,True,0,False,False,False,True,False,True,False,False,True,2239.4,False,104.55,True,0
False,True,1,False,False,True,False,True,True,False,False,False,1178.25,True,74.3,False,1
False,False,0,False,False,False,False,False,False,True,True,False,1412.65,True,20.2,False,0
False,True,0,True,False,False,False,True,True,True,True,True,7966.9,True,110.3,False,0
False,True,0,True,True,False,True,True,False,False,False,False,858.7557441953123,True,80.10136970548984,False,1
False,True,0,True,False,False,True,False,False,True,True,False,2283.3004408418656,True,52.55,False,0
False,True,0,True,False,True,True,True,False,False,True,True,515.75,True,71.35,False,0
False,True,1,True,False,False,True,True,False,True,True,True,7099.0,True,111.6,False,0
True,True,0,True,False,False,False,True,False,False,False,False,27.825498586653353,False,27.825498586653353,False,1
False,True,1,False,True,False,False,True,False,False,False,True,2572.95,True,44.85,False,1
False,True,0,False,True,False,False,False,False,False,False,False,2416.55,True,70.3,False,1
False,True,0,False,False,False,False,False,False,False,False,False,273.0,False,70.9,False,1
False,False,0,True,True,False,True,True,True,False,False,False,2657.55,False,69.95,False,0
True,True,1,False,True,False,False,True,True,False,False,True,2653.9407875335014,True,96.54003539704189,False,1
False,False,0,False,True,False,False,False,True,False,False,True,293.15,False,95.4,False,0
True,True,0,False,True,False,False,True,False,False,True,True,1161.3874660280403,True,96.59050709266606,False,1
False,True,1,False,True,False,False,True,True,False,False,True,6578.55,True,104.35,False,0
False,True,0,False,False,False,False,True,False,False,True,True,2647.2,True,78.95,True,0
False,False,0,False,False,False,False,True,False,False,False,False,849.9,False,19.8,True,0
False,False,0,False,False,True,False,True,False,False,False,False,246.40493668047412,True,23.22840341414044,True,1
False,False,1,True,False,True,True,False,True,True,True,True,6440.25,True,92.45,False,1
False,False,0,True,False,False,True,False,True,False,False,True,842.25,False,67.8,False,0
False,True,0,False,True,True,True,True,True,False,True,True,3087.279324022183,False,67.01481120810602,False,1
False,True,1,False,True,False,False,False,False,False,False,False,69.25,False,69.25,False,1
False,True,0,False,True,False,True,False,False,False,False,False,50.8,False,50.8,False,1
False,False,1,True,False,True,False,False,True,False,False,True,5839.3,False,108.1,False,0
False,True,0,False,False,False,False,False,False,True,False,False,1493.2,True,20.9,False,0
False,True,0,False,False,True,True,True,True,False,True,False,2151.6,True,85.2,False,0
False,True,1,True,True,True,False,True,True,False,False,True,667.7291029068267,True,97.89445513384818,False,1
False,True,1,True,False,True,True,False,False,False,False,False,1752.65,True,69.5,False,0
False,True,0,False,True,False,True,True,True,False,False,True,6967.592957008901,True,107.16710944751779,True,1
False,True,0,False,True,True,True,True,True,False,True,True,474.48581835879,True,84.57139388040333,False,1
False,True,0,False,True,False,False,True,False,False,False,True,1422.3147496790784,True,84.58450577658726,False,1
False,True,0,False,True,False,False,False,False,False,True,True,78.90918003737322,False,78.90918003737322,False,1
True,True,0,False,False,False,False,True,False,False,False,False,96.45,False,45.0,False,1
False,True,1,False,False,False,False,True,True,False,False,True,6382.0,True,95.35,False,0
False,True,0,False,False,False,True,False,False,False,False,True,1776.95,False,99.85,False,1
False,False,0,False,False,False,False,True,False,True,False,False,1125.6,False,20.65,False,0
False,True,0,False,False,True,False,False,True,False,False,True,814.9059911689004,False,84.7122031981657,False,1
False,True,0,True,True,False,False,False,False,False,True,True,102.45,True,102.45,False,1
False,True,0,False,False,True,True,False,True,False,True,True,1562.6110645561723,True,57.244720263937275,False,1
True,True,0,False,True,False,False,True,False,False,True,True,574.7504409937893,False,92.87311859020762,False,1
True,True,0,True,False,False,False,False,False,False,False,True,113.1,True,62.15,False,0
True,False,0,False,False,False,False,False,False,False,True,False,77.28021326694645,True,20.41099759127518,False,1
False,True,1,False,False,False,False,False,False,False,False,False,75.3,False,75.3,False,1
True,True,0,False,True,False,True,False,True,False,True,True,362.9828478812345,False,92.61504152556101,False,1
True,True,0,False,True,False,True,False,False,False,False,True,523.6587009257385,False,77.23154646971827,False,1
False,True,0,False,True,False,False,False,True,False,False,True,513.2098130200685,False,98.33335828083295,False,1
False,True,0,False,True,False,False,True,False,False,True,True,4871.548873090747,True,99.96091551950937,False,1
True,True,0,False,False,False,True,False,False,False,True,True,651.4,False,72.9,False,1
False,True,0,False,False,True,True,True,True,False,False,True,5088.4,True,95.65,False,0
False,True,0,False,True,False,False,True,True,True,False,True,5265.365111849142,True,81.03248325035337,False,1
False,True,1,False,True,False,False,True,False,False,False,False,75.75,False,75.75,False,1
False,True,0,True,True,False,True,True,True,True,True,True,3038.070696227894,True,54.59090523885708,False,1
False,True,0,False,True,True,False,False,False,False,False,True,894.6225691980097,False,91.97775436459013,False,1
False,True,0,False,True,True,False,True,False,False,False,True,435.8204570645223,False,44.46687323559881,False,1
False,False,1,False,False,True,False,False,True,False,False,True,5438.95,True,94.0,False,0
False,True,1,True,False,False,True,True,True,True,False,True,4824.45,True,85.65,False,0
False,True,0,False,True,True,False,True,False,False,False,False,1379.8423616977345,True,82.96500117131725,False,1
False,False,0,True,False,True,True,True,False,True,False,False,1842.7,True,40.4,False,0
False,True,0,False,False,True,True,True,True,False,True,True,5087.099888683488,True,106.24868218131007,True,1
False,True,0,False,True,False,False,True,True,False,False,True,1499.2025594361417,True,92.998333603062,False,1
False,True,0,False,False,False,False,False,False,False,False,False,2406.1,False,70.4,False,0
False,True,0,False,True,True,False,True,False,False,True,True,2697.820971120376,True,87.72428786210075,False,1
False,True,0,False,True,False,False,False,False,False,True,True,3314.15,True,95.25,False,0
False,False,0,False,True,False,False,True,False,False,False,False,299.2,False,77.85,False,1
False,False,0,False,True,False,False,True,False,False,True,False,169.65,True,44.8,False,0
True,True,0,False,False,True,False,True,False,False,True,True,134.65047106255005,True,69.21980387558659,False,1
False,True,0,True,True,False,True,False,False,False,False,True,387.4425275922823,False,94.42861280583107,False,1
False,False,0,True,False,False,False,False,True,True,False,False,1498.65,False,52.85,False,0
False,True,0,False,True,False,False,False,True,False,False,True,6936.85,True,105.2,False,0
False,True,1,False,True,False,False,False,False,False,False,False,916.75,True,70.15,False,1
False,True,0,False,False,True,False,False,False,False,False,True,627.4,True,85.2,False,1
False,True,0,False,True,False,False,True,True,False,False,False,1058.6422702852617,False,84.45,False,1
False,True,0,False,False,False,True,False,False,True,True,True,4616.05,True,73.8,False,0
True,True,0,False,False,False,False,False,False,False,True,False,80.05,True,80.05,False,1
True,True,0,True,False,False,True,True,False,False,False,False,266.95,False,55.75,False,0
False,False,0,True,False,False,True,False,True,True,True,True,6733.0,True,92.65,False,0
False,False,0,False,False,True,False,False,False,False,False,False,19.95,False,19.95,False,0
False,True,0,False,False,True,False,True,False,False,False,False,67.1,False,20.75,False,0
False,True,0,False,True,False,False,True,True,False,False,False,74.47860038268291,False,74.47860038268291,False,1
True,True,0,True,False,False,True,True,False,True,False,True,493.4,False,80.25,False,0
False,True,0,False,False,False,True,True,False,False,True,True,2977.3427665576055,True,56.01802607762204,False,1
True,False,0,True,False,False,True,True,False,True,False,False,1755.35,False,38.25,False,0
True,False,0,True,False,False,False,True,True,False,False,False,29.75053202059364,False,29.75053202059364,False,1
False,False,1,False,False,False,True,False,False,False,False,False,2106.3,True,64.2,True,0
False,False,0,True,False,False,False,False,True,False,False,True,6109.65,True,109.8,True,0
False,True,0,True,True,False,False,False,False,False,True,False,1462.4992304111695,True,86.33472564557461,False,1
True,False,0,True,False,False,True,False,False,False,False,False,139.35,False,34.25,False,1
False,True,1,True,False,True,True,False,True,True,False,False,6766.95,True,96.35,False,0
False,False,0,False,True,False,False,False,False,False,False,False,57.4,False,19.9,False,0
True,True,0,False,False,False,False,True,True,False,True,False,3266.0,True,86.3,False,1
False,False,0,False,False,False,False,False,False,True,False,False,1288.0,False,24.95,False,0
False,False,1,True,False,False,False,False,True,False,False,True,6430.9,True,97.0,True,0
True,True,1,False,False,False,False,True,False,False,False,False,45.85,False,45.85,False,0
True,False,0,False,False,False,False,True,False,True,True,False,1077.95,True,24.25,False,0
False,True,0,False,True,True,False,True,True,False,False,False,816.7887611934121,False,78.0076491059388,False,1
False,False,0,False,False,False,False,False,False,False,False,False,989.05,False,19.75,True,0
False,True,0,True,True,True,False,False,False,False,True,False,911.2502168508422,False,75.2259825239688,False,1
False,True,1,False,False,True,False,True,True,False,False,False,577.15,True,34.3,False,0
False,True,0,False,True,True,False,True,True,False,False,False,817.9859059773157,False,80.84793378931792,False,1
True,True,0,False,False,True,False,True,False,False,False,False,26.128984875035588,False,21.726428669077876,True,1
False,True,0,False,True,False,False,True,False,False,False,False,583.8827310613495,True,84.39584403707683,False,1
False,True,0,False,True,False,False,False,False,False,True,True,778.0405189285175,True,95.85459698090628,False,1
False,True,0,True,False,True,True,True,False,True,True,False,2278.75,True,62.8,False,0
